,Tweet,Sentimen,lower case,cleaned,formalized,no stopwords,stemmed
28,"Menteri @PlateJohnny menegaskan keberadaan UU PDP akan menjamin hak warga negara sesuai amanat Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.
 @kemkominfo @PlateJohnny @jokowi https://t.co/VFtGQh6YOr",netral,"menteri @platejohnny menegaskan keberadaan uu pdp akan menjamin hak warga negara sesuai amanat undang-undang dasar negara republik indonesia tahun 1945.
 @kemkominfo @platejohnny @jokowi https://t.co/vftgqh6yor",menteri menegaskan keberadaan uu pdp akan menjamin hak warga negara sesuai amanat undang undang dasar negara republik indonesia tahun .,menteri menegaskan keberadaan uu pdp akan menjamin hak warga negara sesuai amanat undang undang dasar negara republik indonesia tahun .,menteri keberadaan uu pdp menjamin hak warga negara sesuai amanat undang undang dasar negara republik indonesia .,menteri ada uu pdp jamin hak warga negara sesuai amanat undang undang dasar negara republik indonesia
29,"Pemerintah, kata Menkominfo Johnny G Plate, dalam hal ini Kemenkominfo akan melaksanakan pengawasannya terhadap penyelenggaraan tata kelola data pribadi di segenap Penyelenggara Sistem Elektronik (PSE).
 @PlateJohnny @kemkominfo https://t.co/EC8DHmu0mJ",netral,"pemerintah, kata menkominfo johnny g plate, dalam hal ini kemenkominfo akan melaksanakan pengawasannya terhadap penyelenggaraan tata kelola data pribadi di segenap penyelenggara sistem elektronik (pse).
 @platejohnny @kemkominfo https://t.co/ec8dhmu0mj","pemerintah, kata menkominfo johnny g plate, dalam hal ini kemenkominfo akan melaksanakan pengawasannya terhadap penyelenggaraan tata kelola data pribadi di segenap penyelenggara sistem elektronik pse .","pemerintah, kata menkominfo johnny g plate, dalam hal ini kemenkominfo akan melaksanakan pengawasannya terhadap penyelenggaraan tata kelola data pribadi di segenap penyelenggara sistem elektronik pse .","pemerintah , menkominfo johnny g plate , kemenkominfo melaksanakan pengawasannya penyelenggaraan tata kelola data pribadi segenap penyelenggara sistem elektronik pse .",perintah menkominfo johnny g plate kemenkominfo laksana awas selenggara tata kelola data pribadi segenap selenggara sistem elektronik pse
30,"@hyang_wisnu @PlateJohnny @Aryprasetyo85 @kemkominfo @miicies @Marbot_Udien @zhymme @DS_yantie @delArdian_ @farrel27 PSE tidak boleh Lengah, terus tingkatkan keamanan untuk mencegah terjadinya pencurian data. @PlateJohnny @kemkominfo",positif,"@hyang_wisnu @platejohnny @aryprasetyo85 @kemkominfo @miicies @marbot_udien @zhymme @ds_yantie @delardian_ @farrel27 pse tidak boleh lengah, terus tingkatkan keamanan untuk mencegah terjadinya pencurian data. @platejohnny @kemkominfo","pse tidak boleh lengah, terus tingkatkan keamanan untuk mencegah terjadinya pencurian data.","pse tidak boleh lengah, terus tingkatkan keamanan untuk mencegah terjadinya pencurian data.","pse lengah , tingkatkan keamanan mencegah pencurian data .",pse lengah tingkat aman cegah curi data
31,"@hyang_wisnu @PlateJohnny @kemkominfo @jokowi @miicies @Aryprasetyo85 @03__nakula @DS_yantie @delArdian_ @farrel27 @D_N4bil5 UU PDP ini, kata Menkominfo Johnny G Plate, mengatur hak-hak pemilik data pribadi dan mengatur sanksi bagi PSE atas tata kelola data pribadi yang diproses dalam sistem mereka masing-masing.
 @PlateJohnny @kemkominfo",netral,"@hyang_wisnu @platejohnny @kemkominfo @jokowi @miicies @aryprasetyo85 @03__nakula @ds_yantie @delardian_ @farrel27 @d_n4bil5 uu pdp ini, kata menkominfo johnny g plate, mengatur hak-hak pemilik data pribadi dan mengatur sanksi bagi pse atas tata kelola data pribadi yang diproses dalam sistem mereka masing-masing.
 @platejohnny @kemkominfo","uu pdp ini, kata menkominfo johnny g plate, mengatur hak hak pemilik data pribadi dan mengatur sanksi bagi pse atas tata kelola data pribadi yang diproses dalam sistem mereka masing masing.","uu pdp ini, kata menkominfo johnny g plate, mengatur hak hak pemilik data pribadi dan mengatur sanksi bagi pse atas tata kelola data pribadi yang diproses dalam sistem mereka masing masing.","uu pdp , menkominfo johnny g plate , mengatur hak hak pemilik data pribadi mengatur sanksi pse tata kelola data pribadi diproses sistem .",uu pdp menkominfo johnny g plate atur hak hak milik data pribadi atur sanksi pse tata kelola data pribadi proses sistem
32,"@hyang_wisnu @PlateJohnny @kemkominfo @jokowi @miicies @Aryprasetyo85 @03__nakula @DS_yantie @delArdian_ @farrel27 @D_N4bil5 Menteri Johnny menegaskan keberadaan UU PDP akan menjamin hak warga negara sesuai amanat Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.
 @PlateJohnny @kemkominfo",positif,"@hyang_wisnu @platejohnny @kemkominfo @jokowi @miicies @aryprasetyo85 @03__nakula @ds_yantie @delardian_ @farrel27 @d_n4bil5 menteri johnny menegaskan keberadaan uu pdp akan menjamin hak warga negara sesuai amanat undang-undang dasar negara republik indonesia tahun 1945.
 @platejohnny @kemkominfo",menteri johnny menegaskan keberadaan uu pdp akan menjamin hak warga negara sesuai amanat undang undang dasar negara republik indonesia tahun .,menteri johnny menegaskan keberadaan uu pdp akan menjamin hak warga negara sesuai amanat undang undang dasar negara republik indonesia tahun .,menteri johnny keberadaan uu pdp menjamin hak warga negara sesuai amanat undang undang dasar negara republik indonesia .,menteri johnny ada uu pdp jamin hak warga negara sesuai amanat undang undang dasar negara republik indonesia
33,"Undang Undang Perlindungan Data Pribadi Disahkan Hari Ini
 
 @kemkominfo
 @PlateJohnny https://t.co/Cz4v0hJDLd",netral,"undang undang perlindungan data pribadi disahkan hari ini
 
 @kemkominfo
 @platejohnny https://t.co/cz4v0hjdld",undang undang perlindungan data pribadi disahkan hari ini,undang undang perlindungan data pribadi disahkan hari ini,undang undang perlindungan data pribadi disahkan,undang undang lindung data pribadi sah
34,"Undang Undang Perlindungan Data Pribadi Disahkan Hari Ini
 @kemkominfo @PlateJohnny https://t.co/rCCmjLtd13",netral,"undang undang perlindungan data pribadi disahkan hari ini
 @kemkominfo @platejohnny https://t.co/rccmjltd13",undang undang perlindungan data pribadi disahkan hari ini,undang undang perlindungan data pribadi disahkan hari ini,undang undang perlindungan data pribadi disahkan,undang undang lindung data pribadi sah
35,"@hyang_wisnu @PlateJohnny @Aryprasetyo85 @kemkominfo @miicies @Marbot_Udien @zhymme @DS_yantie @delArdian_ @farrel27 PSE harus memastikan keamanan data masyarakat benar-benar terjaga.
 @PlateJohnny @kemkominfo",positif,"@hyang_wisnu @platejohnny @aryprasetyo85 @kemkominfo @miicies @marbot_udien @zhymme @ds_yantie @delardian_ @farrel27 pse harus memastikan keamanan data masyarakat benar-benar terjaga.
 @platejohnny @kemkominfo",pse harus memastikan keamanan data masyarakat benar benar terjaga.,pse harus memastikan keamanan data masyarakat benar benar terjaga.,pse keamanan data masyarakat terjaga .,pse aman data masyarakat jaga
36,"Menteri Komunikasi dan Informasi Johnny G.Plate :
 
 ""Disahkannya UU PDP/Undang Undang Pelindungan Data Pribadi menjadi Tonggak Sejarah Baru sektor Digital Indonesia""
 
 @PlateJohnny @jokowi @kemkominfo @mohmahfudmd https://t.co/vobJtJJ7Y2",netral,"menteri komunikasi dan informasi johnny g.plate :
 
 ""disahkannya uu pdp/undang undang pelindungan data pribadi menjadi tonggak sejarah baru sektor digital indonesia""
 
 @platejohnny @jokowi @kemkominfo @mohmahfudmd https://t.co/vobjtjj7y2",menteri komunikasi dan informasi johnny g.plate disahkannya uu pdp undang undang pelindungan data pribadi menjadi tonggak sejarah baru sektor digital indonesia,menteri komunikasi dan informasi johnny g.plate disahkannya uu pdp undang undang pelindungan data pribadi menjadi tonggak sejarah baru sektor digital indonesia,menteri komunikasi informasi johnny g.plate disahkannya uu pdp undang undang pelindungan data pribadi tonggak sejarah sektor digital indonesia,menteri komunikasi informasi johnny g plate sah uu pdp undang undang lindung data pribadi tonggak sejarah sektor digital indonesia
37,"Menkominfo Johnny G Plate Berjuang tanpa Mengenal kata Menyerah untuk Menggolkan RUU PDP menjadi Undang Undang PDP dan setelah SAH menjadi Undang Undang Kemkominfo bernafas lega dan menjadi KADO terindah KOMINFO.
 
 @PlateJohnny @jokowi @kemkominfo 
 
 https://t.co/QIyPWONkEd",positif,"menkominfo johnny g plate berjuang tanpa mengenal kata menyerah untuk menggolkan ruu pdp menjadi undang undang pdp dan setelah sah menjadi undang undang kemkominfo bernafas lega dan menjadi kado terindah kominfo.
 
 @platejohnny @jokowi @kemkominfo 
 
 https://t.co/qiypwonked",menkominfo johnny g plate berjuang tanpa mengenal kata menyerah untuk menggolkan ruu pdp menjadi undang undang pdp dan setelah sah menjadi undang undang kemkominfo bernafas lega dan menjadi kado terindah kominfo.,menkominfo johnny g plate berjuang tanpa mengenal kata menyerah untuk menggolkan ruu pdp menjadi undang undang pdp dan setelah sah menjadi undang undang kemkominfo bernafas lega dan menjadi kado terindah kominfo.,menkominfo johnny g plate berjuang mengenal menyerah menggolkan ruu pdp undang undang pdp sah undang undang kemkominfo bernafas lega kado terindah kominfo .,menkominfo johnny g plate juang kenal serah gol ruu pdp undang undang pdp sah undang undang kemkominfo nafas lega kado indah kominfo
38,"@hyang_wisnu @PlateJohnny @Aryprasetyo85 @miicies @zhymme @03__nakula @DS_yantie @farrel27 @delArdian_ Sejarah kemajuan perlindungan data pribadi Indonesia ditorehkan pada 20 September 2022 dengan disahkannya Undang-Undang Perlindungan Data Pribadi (UU PDP) dalam rapat paripurna DPR RI.
 @PlateJohnny @kemkominfo",positif,"@hyang_wisnu @platejohnny @aryprasetyo85 @miicies @zhymme @03__nakula @ds_yantie @farrel27 @delardian_ sejarah kemajuan perlindungan data pribadi indonesia ditorehkan pada 20 september 2022 dengan disahkannya undang-undang perlindungan data pribadi (uu pdp) dalam rapat paripurna dpr ri.
 @platejohnny @kemkominfo",sejarah kemajuan perlindungan data pribadi indonesia ditorehkan pada september dengan disahkannya undang undang perlindungan data pribadi uu pdp dalam rapat paripurna dpr ri.,sejarah kemajuan perlindungan data pribadi indonesia ditorehkan pada september dengan disahkannya undang undang perlindungan data pribadi uu pdp dalam rapat paripurna dpr ri.,sejarah kemajuan perlindungan data pribadi indonesia ditorehkan september disahkannya undang undang perlindungan data pribadi uu pdp rapat paripurna dpr ri .,sejarah maju lindung data pribadi indonesia toreh september sah undang undang lindung data pribadi uu pdp rapat paripurna dpr ri
39,Kemarin (20/9) Menkominfo Johnny G. Plate @PlateJohnny menghadiri Rapat Paripurna DPR RI berkaitan dengan pengesahan RUU Pelindungan Data Pribadi (PDP) menjadi undang-undang. https://t.co/DZPmAGpCSP,netral,kemarin (20/9) menkominfo johnny g. plate @platejohnny menghadiri rapat paripurna dpr ri berkaitan dengan pengesahan ruu pelindungan data pribadi (pdp) menjadi undang-undang. https://t.co/dzpmagpcsp,kemarin menkominfo johnny g. plate menghadiri rapat paripurna dpr ri berkaitan dengan pengesahan ruu pelindungan data pribadi pdp menjadi undang undang.,kemarin menkominfo johnny g. plate menghadiri rapat paripurna dpr ri berkaitan dengan pengesahan ruu pelindungan data pribadi pdp menjadi undang undang.,kemarin menkominfo johnny g. plate menghadiri rapat paripurna dpr ri berkaitan pengesahan ruu pelindungan data pribadi pdp undang undang .,kemarin menkominfo johnny g plate hadir rapat paripurna dpr ri kait kesah ruu lindung data pribadi pdp undang undang
40,"@hyang_wisnu @PlateJohnny Akhirnya, Selasa, 20 September 2022 RUU PDP disahkan menjadi undang-undang (UU). Rapat pengesahan ini dihadiri oleh 295 anggota dewan, 73 anggota hadir secara fisik, 206 anggota hadir secara virtual. Sedangkan, 16 anggota tak hadir.
 @PlateJohnny @kemkominfo",netral,"@hyang_wisnu @platejohnny akhirnya, selasa, 20 september 2022 ruu pdp disahkan menjadi undang-undang (uu). rapat pengesahan ini dihadiri oleh 295 anggota dewan, 73 anggota hadir secara fisik, 206 anggota hadir secara virtual. sedangkan, 16 anggota tak hadir.
 @platejohnny @kemkominfo","akhirnya, selasa, september ruu pdp disahkan menjadi undang undang uu . rapat pengesahan ini dihadiri oleh anggota dewan, anggota hadir secara fisik, anggota hadir secara virtual. sedangkan, anggota tak hadir.","akhirnya, selasa, september ruu pdp disahkan menjadi undang undang uu . rapat pengesahan ini dihadiri oleh anggota dewan, anggota hadir secara fisik, anggota hadir secara virtual. sedangkan, anggota tidak hadir.",", selasa , september ruu pdp disahkan undang undang uu . rapat pengesahan dihadiri anggota dewan , anggota hadir fisik , anggota hadir virtual . , anggota hadir .",selasa september ruu pdp sah undang undang uu rapat kesah hadir anggota dewan anggota hadir fisik anggota hadir virtual anggota hadir
41,"Akhirnya, pada 20 September 2022 RUU PDP disahkan menjadi undang-undang (UU). Rapat pengesahan ini dihadiri oleh 295 anggota dewan, 73 anggota hadir secara fisik, 206 anggota hadir secara virtual. Sedangkan, 16 anggota tak hadir.
 @kemkominfo
 @PlateJohnny
 https://t.co/Y5PRn1YjCP",netral,"akhirnya, pada 20 september 2022 ruu pdp disahkan menjadi undang-undang (uu). rapat pengesahan ini dihadiri oleh 295 anggota dewan, 73 anggota hadir secara fisik, 206 anggota hadir secara virtual. sedangkan, 16 anggota tak hadir.
 @kemkominfo
 @platejohnny
 https://t.co/y5prn1yjcp","akhirnya, pada september ruu pdp disahkan menjadi undang undang uu . rapat pengesahan ini dihadiri oleh anggota dewan, anggota hadir secara fisik, anggota hadir secara virtual. sedangkan, anggota tak hadir.","akhirnya, pada september ruu pdp disahkan menjadi undang undang uu . rapat pengesahan ini dihadiri oleh anggota dewan, anggota hadir secara fisik, anggota hadir secara virtual. sedangkan, anggota tidak hadir.",", september ruu pdp disahkan undang undang uu . rapat pengesahan dihadiri anggota dewan , anggota hadir fisik , anggota hadir virtual . , anggota hadir .",september ruu pdp sah undang undang uu rapat kesah hadir anggota dewan anggota hadir fisik anggota hadir virtual anggota hadir
42,"Hari ini Selasa, 20 September 2022 dengan berbagai dinamikanya, akhirnya perjuangan telah membuahkan hasil dengan disahkannya Undang-Undang Data Pribadi (UU PDP), yang terdiri dari 16 bab dan 76 pasal oleh DPR RI siang tadi.
 @kemkominfo
 @PlateJohnny
 https://t.co/9mRn3ONylt",netral,"hari ini selasa, 20 september 2022 dengan berbagai dinamikanya, akhirnya perjuangan telah membuahkan hasil dengan disahkannya undang-undang data pribadi (uu pdp), yang terdiri dari 16 bab dan 76 pasal oleh dpr ri siang tadi.
 @kemkominfo
 @platejohnny
 https://t.co/9mrn3onylt","hari ini selasa, september dengan berbagai dinamikanya, akhirnya perjuangan telah membuahkan hasil dengan disahkannya undang undang data pribadi uu pdp , yang terdiri dari bab dan pasal oleh dpr ri siang tadi.","hari ini selasa, september dengan berbagai dinamikanya, akhirnya perjuangan telah membuahkan hasil dengan disahkannya undang undang data pribadi uu pdp , yang terdiri dari bab dan pasal oleh dpr ri siang tadi.","selasa , september dinamikanya , perjuangan membuahkan hasil disahkannya undang undang data pribadi uu pdp , bab pasal dpr ri siang .",selasa september dinamika juang buah hasil sah undang undang data pribadi uu pdp bab pasal dpr ri siang
43,"Pemerintah, ujar Menkominfo Johnny G Plate, dalam hal ini Kementerian Kominfo akan melaksanakan pengawasannya terhadap penyelenggaraan tata kelola data pribadi di segenap Penyelenggara Sistem Elektronik (PSE).
 @PlateJohnny @kemkominfo https://t.co/qY2XWpXSvn",netral,"pemerintah, ujar menkominfo johnny g plate, dalam hal ini kementerian kominfo akan melaksanakan pengawasannya terhadap penyelenggaraan tata kelola data pribadi di segenap penyelenggara sistem elektronik (pse).
 @platejohnny @kemkominfo https://t.co/qy2xwpxsvn","pemerintah, ujar menkominfo johnny g plate, dalam hal ini kementerian kominfo akan melaksanakan pengawasannya terhadap penyelenggaraan tata kelola data pribadi di segenap penyelenggara sistem elektronik pse .","pemerintah, ujar menkominfo johnny g plate, dalam hal ini kementerian kominfo akan melaksanakan pengawasannya terhadap penyelenggaraan tata kelola data pribadi di segenap penyelenggara sistem elektronik pse .","pemerintah , menkominfo johnny g plate , kementerian kominfo melaksanakan pengawasannya penyelenggaraan tata kelola data pribadi segenap penyelenggara sistem elektronik pse .",perintah menkominfo johnny g plate menteri kominfo laksana awas selenggara tata kelola data pribadi segenap selenggara sistem elektronik pse
